îNåéì˙,éûçè,ïiéø,â∑ìx1,â∑ìx2,â∑ìx3,îSìx,êÖà≥,ë˜ìx,â¡ë¨ìx,è∆éÀéûä‘,ìSï™,ÉiÉgÉäÉEÉÄ,écóØâñëfîZìx,é_ëfñOòaìx
2016/10/15,1:00,A,56.372,56.3702,56.3702,100,135.96,0,11.376,67.9,0,0,0,25.838
2016/10/15,2:00,A,55.868,55.8752,55.8752,100,136.45,0,14.832,67.9,0,0,0,54.713
2016/10/15,3:00,A,55.868,55.8752,55.8752,100,136.45,0,14.832,67.9,0,0,0,35.034
2016/10/15,4:00,A,55.868,55.8752,55.8752,100,136.45,0,14.832,67.9,0,0,0,42.984
2016/10/15,5:00,A,55.94,55.9382,55.9382,100,137.39,0,15.444,67.9,0,0,0,43.566
2016/10/15,6:00,A,55.94,55.9382,55.9382,100,137.39,0,15.444,67.9,0,0.01,0,69.741
2016/10/15,7:00,A,55.94,55.9382,55.9382,100,137.39,0,15.444,67.9,0,0.32,1,63.833
2016/10/15,8:00,A,63.338,63.3452,63.3452,96,138.16,0,15.156,67.9,0,0.99,1,61.987
2016/10/15,9:00,A,63.338,63.3452,63.3452,96,138.16,0,15.156,67.7,0,1.68,1,82.932
2016/10/15,10:00,A,63.338,63.3452,63.3452,96,138.16,0,15.156,67.7,0,2.2,1,69.546
2016/10/15,11:00,A,67.622,67.6184,67.6184,87,137.26,0,15.336,67.7,0,2.52,1,62.032
2016/10/15,12:00,A,67.622,67.6184,67.6184,87,137.26,0,15.336,67.7,0,2.61,1,57.099
2016/10/15,13:00,A,67.622,67.6184,67.6184,87,137.26,0,15.336,67.7,0,2.49,1,38.838
2016/10/15,14:00,A,69.044,69.0458,69.0458,82,136.77,0,15.372,67.7,0,2.12,1,41.752
2016/10/15,15:00,A,69.044,69.0458,69.0458,82,136.77,0,15.372,67.7,0,1.56,1,24.423
2016/10/15,16:00,A,69.044,69.0458,69.0458,82,136.77,0,15.372,67.7,0,0.89,1,60.84
2016/10/15,17:00,A,64.724,64.7204,64.7204,86,137.7,0,14.076,67.7,0,0.25,0.8,68.719
2016/10/15,18:00,A,64.724,64.7204,64.7204,86,137.7,0,14.076,67.7,0,0,0,46.661
2016/10/15,19:00,A,64.724,64.7204,64.7204,86,137.7,0,14.076,67.7,0,0,0,55.59
2016/10/15,20:00,A,61.286,61.2914,61.2914,100,138.45,0,13.716,67.7,0,0,0,61.85
2016/10/15,21:00,A,61.286,61.2914,61.2914,100,138.45,0,13.716,67.7,0,0,0,32.408
2016/10/15,22:00,A,61.286,61.2914,61.2914,100,138.45,0,13.716,67.7,0,0,0,48.032
2016/10/15,23:00,A,60.296,60.2942,60.2942,100,138.17,0,14.076,67.7,0,0,0,47.309
2016/10/16,0:00,A,58.928,58.9316,58.9316,100,138.07,0,12.276,67.7,0,0,0,45.534
2016/10/16,1:00,A,58.928,58.9316,58.9316,100,138.07,0,12.276,67.7,0,0,0,39.887
2016/10/16,2:00,A,58.604,58.5968,58.5968,100,138.05,8,14.76,67.7,0,0,0,47.255
2016/10/16,3:00,A,58.604,58.5968,58.5968,100,138.05,8,14.76,67.7,0,0,0,59.098
2016/10/16,4:00,A,58.604,58.5968,58.5968,100,138.05,8,14.76,67.7,0,0,0,56.553
2016/10/16,5:00,B,58.478,58.4708,58.4708,100,138.4,24,14.76,67.7,0,0,0,72.081
2016/10/16,6:00,B,58.478,58.4708,58.4708,100,138.4,24,14.76,67.7,0,0,0,72.457
2016/10/16,7:00,B,58.478,58.4708,58.4708,100,138.4,24,14.76,67.7,0,0.33,0.7,70.911
2016/10/16,8:00,A,65.228,65.228,65.228,94,138.7,0,14.796,67.7,0,0.7,0.6,36.515
2016/10/16,9:00,A,65.228,65.228,65.228,94,138.7,0,14.796,67.5,0,1.6,1,44.737
2016/10/16,10:00,A,65.228,65.228,65.228,94,138.7,0,14.796,67.5,0,1.14,0.2,39.649
2016/10/16,11:00,A,69.98,69.9728,69.9728,86,137.2,0,13.572,67.5,0,1.46,0.2,33.422
2016/10/16,12:00,A,69.98,69.9728,69.9728,86,137.2,0,13.572,67.5,0,1.06,0,38.975
2016/10/16,13:00,A,69.98,69.9728,69.9728,86,137.2,0,13.572,67.5,0,1.22,0.1,42.427
2016/10/16,14:00,B,71.258,71.249,71.249,79,135.59,44,11.196,67.5,0,1.5,0.5,47.758
2016/10/16,15:00,B,71.258,71.249,71.249,79,135.59,44,11.196,67.5,0,1.17,0.6,36.69
2016/10/16,16:00,B,71.258,71.249,71.249,79,135.59,44,11.196,67.5,0,0.63,0.7,67.59
2016/10/16,17:00,B,68.756,68.7488,68.7488,81,135.44,80,9.216,67.5,0,0.21,0.6,25.664
2016/10/16,18:00,B,68.756,68.7488,68.7488,81,135.44,80,9.216,67.5,0,0,0,41.833
2016/10/16,19:00,B,68.756,68.7488,68.7488,81,135.44,80,9.216,67.5,0,0,0,58.906
2016/10/16,20:00,B,,,,,,,,67.5,0,0,0,33.959
2016/10/16,21:00,B,67.298,67.3052,67.3052,89,134.82,92,5.796,67.5,0,0,0,27.584
2016/10/16,22:00,B,67.298,67.3052,67.3052,89,134.82,92,5.796,67.5,0,0,0,24.198
2016/10/16,23:00,B,,,,,,,,67.5,0,0,0,49.592
2016/10/17,0:00,B,67.154,67.145,67.145,90,133.03,92,2.7,67.5,0,0,0,25.328
2016/10/17,1:00,B,67.154,67.145,67.145,90,133.03,92,2.7,67.5,0,0,0,42.806
2016/10/17,2:00,B,65.156,65.1596,65.1596,99,132.3,88,9.288,67.5,0,0,0,51.49
2016/10/17,3:00,B,65.156,65.1596,65.1596,99,132.3,88,9.288,67.5,0,0,0,59.415
2016/10/17,4:00,B,65.156,65.1596,65.1596,99,132.3,88,9.288,67.5,0,0,0,38.96
2016/10/17,5:00,B,63.806,63.8096,63.8096,100,131.34,92,11.052,67.5,0,0,0,57.823
2016/10/17,6:00,B,63.806,63.8096,63.8096,100,131.34,92,11.052,67.5,0,0,0,73.327
2016/10/17,7:00,B,63.806,63.8096,63.8096,100,131.34,92,11.052,67.5,0,0.03,0,68.863
2016/10/17,8:00,C,65.066,65.0678,65.0678,100,130.71,92,9.936,67.5,3,0.04,0,44.413
2016/10/17,9:00,C,65.066,65.0678,65.0678,100,130.71,92,9.936,67.3,7,0.07,0,42.884
2016/10/17,10:00,C,65.066,65.0678,65.0678,100,130.71,92,9.936,67.3,5,0.15,0,46.483
2016/10/17,11:00,C,65.12,65.1218,65.1218,100,129.53,92,6.696,67.3,4.5,0.14,0,44.294
2016/10/17,12:00,C,65.12,65.1218,65.1218,100,129.53,92,6.696,67.3,3.5,0.25,0,58.626
2016/10/17,13:00,C,65.12,65.1218,65.1218,100,129.53,92,6.696,67.3,1,0.37,0,31.948
2016/10/17,14:00,C,66.362,66.3674,66.3674,100,127.93,100,3.312,67.3,0,0.36,0,51.747
2016/10/17,15:00,C,66.362,66.3674,66.3674,100,127.93,100,3.312,67.3,0,0.25,0,66.315
2016/10/17,16:00,C,66.362,66.3674,66.3674,100,127.93,100,3.312,67.3,0,0.27,0,57.796
2016/10/17,17:00,C,66.2,66.1964,66.1964,100,127.61,92,5.976,67.3,0,0.17,0,22.617
2016/10/17,18:00,C,66.2,66.1964,66.1964,100,127.61,92,5.976,67.3,0,0,0,39.141
2016/10/17,19:00,C,66.2,66.1964,66.1964,100,127.61,92,5.976,67.3,0,0,0,42.368
2016/10/17,20:00,C,66.578,66.5852,66.5852,100,127.11,100,0.972,67.3,0,0,0,61.893
2016/10/17,21:00,C,66.578,66.5852,66.5852,100,127.11,100,0.972,67.3,0,0,0,44.867
2016/10/17,22:00,C,66.578,66.5852,66.5852,100,127.11,100,0.972,67.3,0,0,0,71.997
2016/10/17,23:00,C,66.056,66.047,66.047,100,125.44,92,12.456,67.3,0,0,0,58.302
2016/10/18,0:00,C,65.876,65.8832,65.8832,100,126.1,76,11.916,67.3,0,0,0,50.885
2016/10/18,1:00,C,65.876,65.8832,65.8832,100,126.1,76,11.916,67.3,0.5,0,0,51.075
2016/10/18,2:00,B,65.192,65.1992,65.1992,100,125.55,44,9.036,67.3,4.5,0,0,66.401
2016/10/18,3:00,B,65.192,65.1992,65.1992,100,125.55,44,9.036,67.3,0.5,0,0,56.741
2016/10/18,4:00,B,65.192,65.1992,65.1992,100,125.55,44,9.036,67.3,0.5,0,0,58.675
2016/10/18,5:00,A,62.456,62.4614,62.4614,100,125.78,0,4.536,67.3,0,0,0,42.618
2016/10/18,6:00,A,62.456,62.4614,62.4614,100,125.78,0,4.536,67.3,0,0,0,60.741
2016/10/18,7:00,A,62.456,62.4614,62.4614,100,125.78,0,4.536,67.3,0,0.22,0.4,52.564
2016/10/18,8:00,A,68.612,68.612,68.612,100,126.47,0,5.292,67.3,0,0.67,0.4,48.197
2016/10/18,9:00,A,68.612,68.612,68.612,100,126.47,0,5.292,67.1,0,0.83,0,47.646
2016/10/18,10:00,A,68.612,68.612,68.612,100,126.47,0,5.292,67.1,0,1.63,0.5,45.917
2016/10/18,11:00,A,72.59,72.5864,72.5864,99,125.83,0,5.184,67.1,0,1.93,0.6,40.891
2016/10/18,12:00,A,72.59,72.5864,72.5864,99,125.83,0,5.184,67.1,0,2.48,1,56.721
2016/10/18,13:00,A,72.59,72.5864,72.5864,99,125.83,0,5.184,67.1,0,1.66,0.5,44.713
2016/10/18,14:00,B,73.814,73.8212,73.8212,93,124.92,56,5.652,67.1,0,1.07,0.3,27.178
2016/10/18,15:00,B,73.814,73.8212,73.8212,93,124.92,56,5.652,67.1,0,0.77,0.6,41.348
2016/10/18,16:00,B,73.814,73.8212,73.8212,93,124.92,56,5.652,67.1,0,0.77,1,65.694
2016/10/18,17:00,B,70.07,70.0664,70.0664,97,126.08,24,7.704,67.1,0,0.24,0.6,55.127
2016/10/18,18:00,B,70.07,70.0664,70.0664,97,126.08,24,7.704,67.1,0,0,0,45.379
2016/10/18,19:00,B,70.07,70.0664,70.0664,97,126.08,24,7.704,67.1,0,0,0,37.021
2016/10/18,20:00,B,67.586,67.577,67.577,100,127.26,20,11.556,67.1,0,0,0,61.285
2016/10/18,21:00,B,67.586,67.577,67.577,100,127.26,20,11.556,67.1,0,0,0,32.515
2016/10/18,22:00,B,67.586,67.577,67.577,100,127.26,20,11.556,67.1,0,0,0,36.403
2016/10/18,23:00,B,66.974,66.9758,66.9758,100,127.56,64,13.212,67.1,0,0,0,44.073
2016/10/19,0:00,B,66.974,66.9758,66.9758,100,127.56,64,13.212,67.1,0,0,0,39.766
2016/10/19,1:00,B,66.974,66.9758,66.9758,100,127.56,64,13.212,67.1,0,0,0,52.078
2016/10/19,2:00,B,66.83,66.8336,66.8336,100,127.46,88,12.456,67.1,0,0,0,59.324
2016/10/19,3:00,B,66.83,66.8336,66.8336,100,127.46,88,12.456,67.1,0,0,0,31.108
2016/10/19,4:00,B,66.83,66.8336,66.8336,100,127.46,88,12.456,67.1,0,0,0,65.56
2016/10/19,5:00,B,66.434,66.4412,66.4412,100,128.04,88,12.42,67.1,0,0,0,61.025
2016/10/19,6:00,B,66.434,66.4412,66.4412,100,128.04,88,12.42,67.1,0,0,0,70.23
2016/10/19,7:00,B,66.434,66.4412,66.4412,100,128.04,88,12.42,67.1,0,0.26,0.5,59.221
2016/10/19,8:00,B,68.594,68.6012,68.6012,98,128.68,48,12.492,67.1,0,0.51,0.2,44.019
2016/10/19,9:00,B,68.594,68.6012,68.6012,98,128.68,48,12.492,66.8,0,0.81,0,54.563
2016/10/19,10:00,B,68.594,68.6012,68.6012,98,128.68,48,12.492,66.8,0,1.38,0.4,43.895
2016/10/19,11:00,B,70.844,70.8404,70.8404,89,127.43,56,10.98,66.8,0,1.93,0.6,50.237
2016/10/19,12:00,B,70.844,70.8404,70.8404,89,127.43,56,10.98,66.8,0,1.06,0,36.372
2016/10/19,13:00,B,70.844,70.8404,70.8404,89,127.43,56,10.98,66.8,0,0.93,0,43.058
2016/10/19,14:00,B,71.078,71.0816,71.0816,85,126.12,24,10.872,66.8,0,0.71,0.1,61.197
2016/10/19,15:00,B,71.078,71.0816,71.0816,85,126.12,24,10.872,66.8,0,0.41,0,26.822
2016/10/19,16:00,B,71.078,71.0816,71.0816,85,126.12,24,10.872,66.8,0,0.34,0.1,67.827
2016/10/19,17:00,B,67.568,67.5698,67.5698,88,126.49,36,10.548,66.8,0,0.05,0,44.147
2016/10/19,18:00,B,67.568,67.5698,67.5698,88,126.49,36,10.548,66.8,0,0,0,33.18
2016/10/19,19:00,B,67.568,67.5698,67.5698,88,126.49,36,10.548,66.8,0,0,0,71.396
2016/10/19,20:00,B,64.904,64.895,64.895,97,126.92,24,9.576,66.8,0,0,0,49.111
2016/10/19,21:00,B,64.904,64.895,64.895,97,126.92,24,9.576,66.8,0,0,0,35.45
2016/10/19,22:00,B,64.904,64.895,64.895,97,126.92,24,9.576,66.8,0,0,0,78.291
2016/10/19,23:00,A,62.51,62.5154,62.5154,100,125.45,8,5.436,66.8,0,0,0,59.596
2016/10/20,0:00,B,63.932,63.932,63.932,98,124.21,80,6.192,66.8,0,0,0,83.263
2016/10/20,1:00,B,63.932,63.932,63.932,98,124.21,80,6.192,66.8,0,0,0,43.505
2016/10/20,2:00,B,63.662,63.6602,63.6602,100,123.21,32,6.912,66.8,0,0,0,50.446
2016/10/20,3:00,B,63.662,63.6602,63.6602,100,123.21,32,6.912,66.8,0,0,0,53.924
2016/10/20,4:00,B,63.662,63.6602,63.6602,100,123.21,32,6.912,66.8,0,0,0,45.369
2016/10/20,5:00,A,61.754,61.7486,61.7486,100,123.9,0,7.992,66.8,0,0,0,59.878
2016/10/20,6:00,A,61.754,61.7486,61.7486,100,123.9,0,7.992,66.8,0,0,0,44.716
2016/10/20,7:00,A,61.754,61.7486,61.7486,100,123.9,0,7.992,66.8,0,0.22,0.4,48.508
2016/10/20,8:00,A,68.486,68.4878,68.4878,93,124.65,0,6.552,66.8,0,0.87,1,66.128
2016/10/20,9:00,A,68.486,68.4878,68.4878,93,124.65,0,6.552,66.6,0,1.52,1,42.52
2016/10/20,10:00,A,68.486,68.4878,68.4878,93,124.65,0,6.552,66.6,0,2.04,1,56.364
2016/10/20,11:00,A,72.914,72.9158,72.9158,85,123.37,0,5.796,66.6,0,2.37,1,39.387
2016/10/20,12:00,A,72.914,72.9158,72.9158,85,123.37,0,5.796,66.6,0,2.48,1,61.235
2016/10/20,13:00,A,72.914,72.9158,72.9158,85,123.37,0,5.796,66.6,0,2.35,1,62.451
2016/10/20,14:00,A,74.48,74.4764,74.4764,76,122.88,0,4.896,66.6,0,2,1,38.608
2016/10/20,15:00,A,74.48,74.4764,74.4764,76,122.88,0,4.896,66.6,0,1.44,1,35.86
2016/10/20,16:00,A,74.48,74.4764,74.4764,76,122.88,0,4.896,66.6,0,0.8,1,55.948
2016/10/20,17:00,A,69.692,69.683,69.683,71,124.61,0,19.296,66.6,0,0.18,0.6,44.134
2016/10/20,18:00,A,69.692,69.683,69.683,71,124.61,0,19.296,66.6,0,0,0,62.968
2016/10/20,19:00,A,69.692,69.683,69.683,71,124.61,0,19.296,66.6,0,0,0,88.567
2016/10/20,20:00,A,65.768,65.759,65.759,78,125.73,0,22.5,66.6,0,0,0,60.217
2016/10/20,21:00,A,,,,,,,,66.6,0,0,0,72.726
2016/10/20,22:00,A,65.768,65.759,65.759,78,125.73,0,22.5,66.6,0,0,0,69.996
2016/10/20,23:00,A,,,,,,,,66.6,0,0,0,45.075
2016/10/21,0:00,A,64.688,64.688,64.688,80,126.17,0,18.936,66.6,0,0,0,47.663
2016/10/21,1:00,A,64.688,64.688,64.688,80,126.17,0,18.936,66.6,0,0,0,55.344
2016/10/21,2:00,B,61.304,61.2968,61.2968,88,127,12,13.176,66.6,0,0,0,57.034
2016/10/21,3:00,B,,,,,,,,66.6,0,0,0,47.066
2016/10/21,4:00,B,61.304,61.2968,61.2968,88,127,12,13.176,66.6,0,0,0,34.799
2016/10/21,5:00,A,58.892,58.8866,58.8866,96,129.11,0,11.952,66.6,0,0,0,63.365
2016/10/21,6:00,A,58.892,58.8866,58.8866,96,129.11,0,11.952,66.6,0,0,0,76.578
2016/10/21,7:00,A,58.892,58.8866,58.8866,96,129.11,0,11.952,66.6,0,0.15,0,66.968
2016/10/21,8:00,A,62.978,62.9726,62.9726,88,130.79,0,9.756,66.6,0,0.76,0.5,47.205
2016/10/21,9:00,A,62.978,62.9726,62.9726,88,130.79,0,9.756,66.4,0,1.06,0.4,38.861
2016/10/21,10:00,A,62.978,62.9726,62.9726,88,130.79,0,9.756,66.4,0,1.38,0.5,16.049
2016/10/21,11:00,B,65.75,65.7554,65.7554,83,129.46,12,7.992,66.4,0,1.9,0.9,31.768
2016/10/21,12:00,B,65.75,65.7554,65.7554,83,129.46,12,7.992,66.4,0,1.96,0.8,23.749
2016/10/21,13:00,B,65.75,65.7554,65.7554,83,129.46,12,7.992,66.4,0,1.76,1,52.81
2016/10/21,14:00,B,67.478,67.469,67.469,76,128.54,12,6.336,66.4,0,1.3,0.5,22.438
2016/10/21,15:00,B,67.478,67.469,67.469,76,128.54,12,6.336,66.4,0,0.95,0.3,49.91
2016/10/21,16:00,B,67.478,67.469,67.469,76,128.54,12,6.336,66.4,0,0.47,0,55.463
2016/10/21,17:00,A,63.32,63.3164,63.3164,84,128.82,0,8.676,66.4,0,0.11,0,48.944
2016/10/21,18:00,A,63.32,63.3164,63.3164,84,128.82,0,8.676,66.4,0,0,0,58.565
2016/10/21,19:00,A,63.32,63.3164,63.3164,84,128.82,0,8.676,66.4,0,0,0,47.174
2016/10/21,20:00,B,60.998,61.0052,61.0052,96,129.34,20,10.296,66.4,0,0,0,44.041
2016/10/21,21:00,B,60.998,61.0052,61.0052,96,129.34,20,10.296,66.4,0,0,0,64.415
2016/10/21,22:00,B,60.998,61.0052,61.0052,96,129.34,20,10.296,66.4,0,0,0,47.246
2016/10/21,23:00,B,,,,,,,,66.4,0,0,0,32.491
2016/10/22,0:00,B,63.356,63.3632,63.3632,93,128.13,76,10.332,66.4,0,0,0,38.888
2016/10/22,1:00,B,63.356,63.3632,63.3632,93,128.13,76,10.332,66.4,0,0,0,69.35
2016/10/22,2:00,B,63.788,63.7952,63.7952,89,128.05,92,12.276,66.4,0,0,0,72.383
2016/10/22,3:00,B,63.788,63.7952,63.7952,89,128.05,92,12.276,66.4,0,0,0,76.499
2016/10/22,4:00,B,63.788,63.7952,63.7952,89,128.05,92,12.276,66.4,0,0,0,44.622
2016/10/22,5:00,B,62.042,62.0384,62.0384,94,128.01,88,12.708,66.4,0,0,0,53.549
2016/10/22,6:00,B,62.042,62.0384,62.0384,94,128.01,88,12.708,66.4,0,0,0,62.158
2016/10/22,7:00,B,62.042,62.0384,62.0384,94,128.01,88,12.708,66.4,0,0.06,0,37.306
2016/10/22,8:00,B,62.312,62.3084,62.3084,94,127.97,80,12.42,66.4,0,0.22,0,45.987
2016/10/22,9:00,B,62.312,62.3084,62.3084,94,127.97,80,12.42,66.2,0,0.45,0,58.568
2016/10/22,10:00,B,62.312,62.3084,62.3084,94,127.97,80,12.42,66.2,0,0.81,0,48.978
2016/10/22,11:00,B,65.732,65.7338,65.7338,89,125.71,80,8.316,66.2,0,0.88,0.1,44.026
2016/10/22,12:00,B,65.732,65.7338,65.7338,89,125.71,80,8.316,66.2,0,0.65,0,64.541
2016/10/22,13:00,B,65.732,65.7338,65.7338,89,125.71,80,8.316,66.2,0,0.74,0,41.95
2016/10/22,14:00,B,66.974,66.9812,66.9812,88,123.71,80,4.752,66.2,0,0.58,0,54.213
2016/10/22,15:00,B,66.974,66.9812,66.9812,88,123.71,80,4.752,66.2,0,0.46,0,71.369
2016/10/22,16:00,B,66.974,66.9812,66.9812,88,123.71,80,4.752,66.2,0,0.27,0,26.801
2016/10/22,17:00,B,65.768,65.759,65.759,95,122.84,76,6.336,66.2,0,0.03,0,49.661
2016/10/22,18:00,B,65.768,65.759,65.759,95,122.84,76,6.336,66.2,0,0,0,85.33
2016/10/22,19:00,B,65.768,65.759,65.759,95,122.84,76,6.336,66.2,0,0,0,70.918
2016/10/22,20:00,C,63.41,63.4118,63.4118,100,122.3,92,8.1,66.2,0,0,0,26.197
2016/10/22,21:00,C,63.41,63.4118,63.4118,100,122.3,92,8.1,66.2,0,0,0,1.122
2016/10/22,22:00,C,63.41,63.4118,63.4118,100,122.3,92,8.1,66.2,0,0,0,61.294
2016/10/22,23:00,C,61.952,61.9484,61.9484,100,120.74,92,12.888,66.2,0,0,0,50.639
2016/10/23,0:00,C,64.22,64.2272,64.2272,100,120.44,88,10.116,66.2,0,0,0,61.462
2016/10/23,1:00,C,64.22,64.2272,64.2272,100,120.44,88,10.116,66.2,0,0,0,43.265
2016/10/23,2:00,C,62.042,62.0474,62.0474,100,119.27,88,11.196,66.2,0,0,0,47.847
2016/10/23,3:00,C,62.042,62.0474,62.0474,100,119.27,88,11.196,66.2,0,0,0,52.516
2016/10/23,4:00,C,62.042,62.0474,62.0474,100,119.27,88,11.196,66.2,0,0,0,34.877
2016/10/23,5:00,C,60.836,60.8306,60.8306,100,119.26,92,13.536,66.2,0,0,0,43.469
2016/10/23,6:00,C,60.836,60.8306,60.8306,100,119.26,92,13.536,66.2,0,0,0,51.059
2016/10/23,7:00,C,60.836,60.8306,60.8306,100,119.26,92,13.536,66.2,0,0.14,0,45.653
2016/10/23,8:00,C,62.546,62.5442,62.5442,100,120.17,88,14.436,66.2,0,0.42,0,41.125
2016/10/23,9:00,C,62.546,62.5442,62.5442,100,120.17,88,14.436,66,0,1.13,0.5,28.771
2016/10/23,10:00,C,62.546,62.5442,62.5442,100,120.17,88,14.436,66,0,1.48,0.9,50.456
2016/10/23,11:00,B,65.516,65.5232,65.5232,92,119.71,76,16.236,66,0,1.91,1,74.321
2016/10/23,12:00,B,65.516,65.5232,65.5232,92,119.71,76,16.236,66,0,2.39,1,53.52
2016/10/23,13:00,B,65.516,65.5232,65.5232,92,119.71,76,16.236,66,0,1.97,1,66.375
2016/10/23,14:00,B,66.686,66.677,66.677,86,118.93,32,16.416,66,0,1.11,0.3,73.9
2016/10/23,15:00,B,66.686,66.677,66.677,86,118.93,32,16.416,66,0,0.57,0.1,44.068
2016/10/23,16:00,B,66.686,66.677,66.677,86,118.93,32,16.416,66,0,0.27,0,48.531
2016/10/23,17:00,A,63.356,63.3614,63.3614,90,120.16,0,16.812,66,0,0.04,0,45.813
2016/10/23,18:00,A,63.356,63.3614,63.3614,90,120.16,0,16.812,66,0,0,0,59.417
2016/10/23,19:00,A,63.356,63.3614,63.3614,90,120.16,0,16.812,66,0,0,0,25.51
2016/10/23,20:00,B,62.168,62.1626,62.1626,95,121.63,36,16.956,66,0,0,0,46.438
2016/10/23,21:00,B,62.168,62.1626,62.1626,95,121.63,36,16.956,66,0,0,0,47.457
2016/10/23,22:00,B,62.168,62.1626,62.1626,95,121.63,36,16.956,66,0,0,0,46.292
2016/10/23,23:00,B,60.53,60.5318,60.5318,96,122.79,88,21.852,66,0,0,0,66.547
2016/10/24,0:00,B,59.378,59.3726,59.3726,91,123.04,80,20.484,66,0,0,0,59.285
2016/10/24,1:00,B,59.378,59.3726,59.3726,91,123.04,80,20.484,66,0,0,0,27.282
2016/10/24,2:00,B,57.02,57.0128,57.0128,96,124.37,88,20.412,66,0,0,0,63.667
2016/10/24,3:00,B,57.02,57.0128,57.0128,96,124.37,88,20.412,66,0,0,0,62.643
2016/10/24,4:00,B,57.02,57.0128,57.0128,96,124.37,88,20.412,66,0,0,0,63.78
2016/10/24,5:00,A,55.418,55.4108,55.4108,98,126.2,8,20.7,66,0,0,0,25.815
2016/10/24,6:00,A,55.418,55.4108,55.4108,98,126.2,8,20.7,66,0,0,0,24.934
2016/10/24,7:00,A,55.418,55.4108,55.4108,98,126.2,8,20.7,66,0,0.2,0.3,58.117
2016/10/24,8:00,B,57.272,57.263,57.263,95,127.8,12,19.152,66,0,0.99,1,16.626
2016/10/24,9:00,B,57.272,57.263,57.263,95,127.8,12,19.152,65.8,0,1.53,1,65.585
2016/10/24,10:00,B,57.272,57.263,57.263,95,127.8,12,19.152,65.8,0,2.02,0.9,64.893
2016/10/24,11:00,A,60.746,60.737,60.737,88,126.43,0,11.592,65.8,0,2.42,1,31.76
2016/10/24,12:00,A,60.746,60.737,60.737,88,126.43,0,11.592,65.8,0,2.52,1,46.418
2016/10/24,13:00,A,60.746,60.737,60.737,88,126.43,0,11.592,65.8,0,2.39,1,41.353
2016/10/24,14:00,A,62.348,62.3498,62.3498,81,126.88,0,8.676,65.8,0,2.02,1,54.277
2016/10/24,15:00,A,62.348,62.3498,62.3498,81,126.88,0,8.676,65.8,0,1.46,1,51.147
2016/10/24,16:00,A,62.348,62.3498,62.3498,81,126.88,0,8.676,65.8,0,0.76,1,78.77
2016/10/24,17:00,A,57.092,57.0974,57.0974,92,128.85,0,6.192,65.8,0,0.16,0.6,60.25
2016/10/24,18:00,A,57.092,57.0974,57.0974,92,128.85,0,6.192,65.8,0,0,0,35.49
2016/10/24,19:00,A,57.092,57.0974,57.0974,92,128.85,0,6.192,65.8,0,0,0,71.493
2016/10/24,20:00,A,54.212,54.2084,54.2084,100,130.24,0,8.532,65.8,0,0,0,42.473
2016/10/24,21:00,A,54.212,54.2084,54.2084,100,130.24,0,8.532,65.8,0,0,0,40.331
2016/10/24,22:00,A,54.212,54.2084,54.2084,100,130.24,0,8.532,65.8,0,0,0,44.644
2016/10/24,23:00,A,,,,,,,,65.8,0,0,0,49.663
2016/10/25,0:00,A,53.15,53.1554,53.1554,100,130.47,0,7.812,65.8,0,0,0,53.536
2016/10/25,1:00,A,53.15,53.1554,53.1554,100,130.47,0,7.812,65.8,0,0,0,60.986
2016/10/25,2:00,A,53.168,53.168,53.168,100,131.15,8,11.196,65.8,0,0,0,56.69
2016/10/25,3:00,A,53.168,53.168,53.168,100,131.15,8,11.196,65.8,0,0,0,26.555
2016/10/25,4:00,A,53.168,53.168,53.168,100,131.15,8,11.196,65.8,0,0,0,52.484
2016/10/25,5:00,A,51.008,51.0008,51.0008,100,132.13,0,9.756,65.8,0,0,0,73.591
2016/10/25,6:00,A,51.008,51.0008,51.0008,100,132.13,0,9.756,65.8,0,0,0,50
2016/10/25,7:00,A,51.008,51.0008,51.0008,100,132.13,0,9.756,65.8,0,0.18,0.3,64.889
2016/10/25,8:00,B,58.262,58.2548,58.2548,97,132.9,36,9.072,65.8,0,0.85,1,26.057
2016/10/25,9:00,B,58.262,58.2548,58.2548,97,132.9,36,9.072,65.6,0,1.54,1,64.511
2016/10/25,10:00,B,58.262,58.2548,58.2548,97,132.9,36,9.072,65.6,0,1.13,0.1,66.501
2016/10/25,11:00,B,61.88,61.8746,61.8746,90,130.71,64,6.156,65.6,0,0.72,0,66.342
2016/10/25,12:00,B,61.88,61.8746,61.8746,90,130.71,64,6.156,65.6,0,0.79,0,42.957
2016/10/25,13:00,B,61.88,61.8746,61.8746,90,130.71,64,6.156,65.6,0,0.49,0,36.328
2016/10/25,14:00,B,63.428,63.4352,63.4352,87,129.23,64,4.716,65.6,0,0.58,0,56.703
2016/10/25,15:00,B,63.428,63.4352,63.4352,87,129.23,64,4.716,65.6,0,0.17,0,82.574
2016/10/25,16:00,B,63.428,63.4352,63.4352,87,129.23,64,4.716,65.6,0,0.23,0,32.407
2016/10/25,17:00,B,,,,,,,,65.6,0,0.02,0,60.393
2016/10/25,18:00,C,59.522,59.5274,59.5274,100,129.63,100,9.468,65.6,0,0,0,73.468
2016/10/25,19:00,C,59.522,59.5274,59.5274,100,129.63,100,9.468,65.6,1,0,0,72.71
2016/10/25,20:00,C,61.322,61.3148,61.3148,100,128.79,36,12.96,65.6,0,0,0,51.262
