注文番号,店舗名,来店曜日,来店時間帯,滞留時間,性別,年齢層,年齢,合計金額,フラグ
510,02B,07日,03夜間,642.75,02女,04中年,52,353,0
517,02B,07日,01朝,615.96,02女,04中年,51,555,0
532,02B,02火,01朝,655.69,02女,05壮年,65,548,0
533,02B,04木,01朝,313.41,02女,04中年,47,685,0
537,02B,04木,03夜間,650,02女,02中高生,18,179,0
546,02B,02火,03夜間,221.99,02女,04中年,37,332,0
548,02B,05金,02日中,550.08,02女,02中高生,14,763,0
555,02B,02火,02日中,426.44,02女,05壮年,73,685,0
557,02B,02火,03夜間,366.33,02女,03青年,23,431,0
561,02B,03水,02日中,531.08,02女,01小児,12,876,0
573,02B,02火,03夜間,1520,02女,02中高生,13,248,0
579,02B,02火,03夜間,735,02女,01小児,11,52,0
587,02B,02火,03夜間,2110,02女,02中高生,18,134,0
626,02B,05金,03夜間,314.46,02女,04中年,48,540,0
633,02B,02火,02日中,193.99,02女,01小児,10,427,0
639,02B,02火,01朝,1188.88,02女,02中高生,16,575,0
647,02B,07日,03夜間,394.02,02女,04中年,41,189,0
655,02B,02火,02日中,591.44,02女,04中年,56,1353,0
658,02B,06土,03夜間,1036,02女,02中高生,17,149,0
664,02B,04木,01朝,565.07,02女,03青年,35,1060,0
668,02B,04木,03夜間,1320,02女,02中高生,18,308,0
695,02B,07日,03夜間,1623,02女,02中高生,18,100,0
699,02B,07日,03夜間,61.54,02女,03青年,19,101,0
707,02B,07日,02日中,486.41,02女,05壮年,80,692,0
708,02B,02火,01朝,391.89,02女,02中高生,13,346,0
724,02B,03水,02日中,961.45,02女,04中年,60,422,0
727,02B,03水,02日中,914.5,02女,01小児,12,427,0
729,02B,03水,03夜間,1112.03,02女,05壮年,74,233,0
744,02B,05金,03夜間,301.71,02女,04中年,44,318,0
746,02B,02火,02日中,541.13,02女,04中年,59,1160,0
747,02B,07日,03夜間,959,02女,01小児,11,213,0
750,02B,06土,03夜間,733.16,02女,01小児,9,749,0
764,02B,03水,02日中,1510.99,02女,01小児,12,544,0
767,02B,03水,02日中,478.34,02女,05壮年,74,1063,0
771,02B,02火,02日中,335.67,02女,04中年,53,1545,0
772,02B,01月,02日中,611.35,02女,03青年,29,629,0
777,02B,01月,03夜間,264.97,02女,01小児,9,416,0
779,02B,02火,01朝,906.15,02女,02中高生,16,371,0
783,02B,05金,01朝,258.61,02女,02中高生,16,455,0
784,02B,04木,02日中,789.61,02女,04中年,54,275,0
786,02B,06土,03夜間,581,02女,02中高生,17,171,0
794,02B,03水,03夜間,688.34,02女,03青年,28,284,0
795,02B,01月,03夜間,561.06,02女,03青年,27,494,0
805,02B,03水,03夜間,1013.32,02女,04中年,54,494,0
810,02B,01月,01朝,551.57,02女,04中年,38,721,0
814,02B,07日,01朝,622.53,02女,03青年,21,819,0
817,02B,03水,01朝,1456.2,02女,02中高生,17,280,0
819,02B,03水,03夜間,2617,02女,02中高生,18,80,0
820,02B,01月,02日中,1039.84,02女,05壮年,71,1406,0
821,02B,02火,01朝,336.33,02女,01小児,8,688,0
824,02B,02火,02日中,1149.19,02女,03青年,20,798,0
825,02B,07日,02日中,1022.49,02女,03青年,26,986,0
835,02B,07日,03夜間,379,02女,02中高生,18,264,0
837,02B,07日,02日中,815.53,02女,04中年,50,677,0
841,02B,04木,02日中,836.29,02女,04中年,40,1441,0
857,02B,07日,03夜間,998.78,02女,03青年,32,242,0
858,02B,06土,02日中,1153.01,02女,05壮年,73,951,0
861,02B,07日,03夜間,850.68,02女,04中年,51,296,0
863,02B,02火,01朝,502.08,02女,03青年,28,378,0
868,02B,05金,01朝,266.75,02女,04中年,38,846,0
869,02B,06土,03夜間,965.15,02女,03青年,33,559,0
873,02B,05金,03夜間,887.64,02女,04中年,54,376,0
879,02B,05金,01朝,758.31,02女,02中高生,14,134,0
895,02B,01月,03夜間,284.28,02女,03青年,21,935,0
900,02B,03水,02日中,623.62,02女,04中年,58,268,0
907,02B,05金,03夜間,328.86,02女,05壮年,61,303,0
918,02B,05金,03夜間,1596.32,02女,03青年,31,465,0
925,02B,07日,02日中,1153.96,02女,03青年,29,1358,0
930,02B,02火,03夜間,128.76,02女,03青年,19,166,0
949,02B,07日,01朝,395.82,02女,02中高生,13,807,0
950,02B,06土,03夜間,390,02女,02中高生,15,101,0
964,02B,03水,02日中,996.45,02女,04中年,37,1591,0
971,02B,01月,03夜間,2154,02女,01小児,11,74,0
980,02B,03水,03夜間,652.93,02女,04中年,60,498,0
990,02B,03水,03夜間,1141.78,02女,04中年,57,446,0
991,02B,01月,03夜間,1695,02女,02中高生,14,338,0
996,02B,07日,02日中,471.77,02女,04中年,54,1000,0
999,02B,06土,02日中,978.18,02女,02中高生,13,1026,0
1003,02B,04木,03夜間,356.08,02女,03青年,21,749,0
1012,02B,05金,03夜間,919.37,02女,04中年,44,389,0
1020,02B,03水,01朝,220.2,02女,04中年,41,318,0
1028,02B,03水,03夜間,753.68,02女,04中年,45,331,0
1032,02B,04木,03夜間,302.34,02女,03青年,20,656,0
1039,02B,01月,02日中,1035.74,02女,02中高生,16,496,0
1043,02B,01月,02日中,940.32,02女,04中年,52,758,0
1051,02B,04木,02日中,1140.5,02女,05壮年,89,1574,0
1054,02B,05金,03夜間,1153.84,02女,03青年,20,349,0
1059,02B,05金,03夜間,332.87,02女,05壮年,63,184,0
1075,02B,01月,02日中,355.06,02女,02中高生,13,515,0
1080,02B,04木,03夜間,1120,02女,02中高生,17,177,0
1088,02B,05金,03夜間,321.13,02女,03青年,30,371,0
1090,02B,01月,03夜間,335.78,02女,04中年,51,239,0
1092,02B,05金,02日中,1432.01,02女,01小児,12,102,0
1102,02B,07日,03夜間,1251,02女,02中高生,15,405,0
1146,02B,06土,03夜間,417.11,02女,05壮年,61,628,0
1149,02B,04木,02日中,817.72,02女,02中高生,17,427,0
1153,02B,02火,03夜間,987.96,02女,05壮年,83,623,0
1159,02B,04木,01朝,308.73,02女,02中高生,13,542,0
1188,02B,02火,03夜間,425.07,02女,03青年,19,688,0
1190,02B,03水,01朝,191.8,02女,03青年,31,90,0
1197,02B,02火,02日中,373.39,02女,03青年,19,576,0
1221,02B,02火,03夜間,570.12,02女,03青年,29,584,0
1227,02B,05金,03夜間,181.69,02女,03青年,30,352,0
1232,02B,06土,03夜間,1921,02女,02中高生,18,68,0
1234,02B,07日,01朝,694.56,02女,02中高生,18,400,0
1235,02B,04木,01朝,1112.32,02女,02中高生,16,92,0
1241,02B,04木,03夜間,499.92,02女,02中高生,14,500,0
1244,02B,05金,01朝,1188.11,02女,02中高生,13,390,0
1248,02B,07日,03夜間,724.31,02女,04中年,43,494,0
1250,02B,02火,03夜間,542.86,02女,05壮年,81,375,0
1265,02B,06土,03夜間,271,02女,02中高生,16,296,0
1267,02B,02火,03夜間,952.85,02女,04中年,45,380,0
1278,02B,01月,02日中,1052.68,02女,04中年,58,1580,0
1283,02B,05金,02日中,688.47,02女,03青年,34,1279,0
1287,02B,05金,03夜間,1022.81,02女,04中年,58,150,0
1288,02B,02火,03夜間,1247,02女,01小児,10,156,0
1289,02B,03水,01朝,983.19,02女,01小児,10,990,0
1290,02B,06土,02日中,645.21,02女,04中年,46,516,0
1293,02B,04木,01朝,663.45,02女,05壮年,79,908,0
1298,02B,03水,03夜間,1132,02女,02中高生,14,348,0
1313,02B,03水,03夜間,157.66,02女,03青年,21,556,0
1317,02B,04木,02日中,301.04,02女,03青年,27,483,0
1322,02B,03水,03夜間,1096.8,02女,05壮年,70,586,0
1324,02B,05金,02日中,875.37,02女,04中年,38,1414,0
1325,02B,06土,03夜間,434.16,02女,02中高生,13,634,0
1330,02B,04木,02日中,1597.47,02女,05壮年,95,653,0
1340,02B,04木,03夜間,1486,02女,01小児,10,47,0
1352,02B,07日,03夜間,107.06,02女,01小児,9,357,0
1353,02B,03水,03夜間,465.2,02女,04中年,40,630,0
1375,02B,01月,03夜間,1120.73,02女,05壮年,69,440,0
1377,02B,01月,02日中,1164.58,02女,02中高生,16,560,0
1379,02B,06土,03夜間,348.66,02女,03青年,27,450,0
1388,02B,02火,03夜間,2328,02女,02中高生,16,53,0
1399,02B,05金,03夜間,1319,02女,02中高生,16,180,0
1401,02B,04木,03夜間,176.2,02女,01小児,9,328,0
1416,02B,03水,02日中,443.11,02女,04中年,56,1253,0
1420,02B,05金,01朝,685.87,02女,05壮年,79,1013,0
1421,02B,02火,01朝,468.98,02女,04中年,44,557,0
1427,02B,07日,01朝,364.1,02女,01小児,4,349,0
1437,02B,06土,02日中,411.17,02女,02中高生,14,144,0
1438,02B,02火,03夜間,804.2,02女,04中年,51,479,0
1439,02B,05金,02日中,878.39,02女,04中年,36,819,0
1453,02B,01月,02日中,207.5,02女,02中高生,14,447,0
1491,02B,02火,03夜間,701.91,02女,05壮年,75,197,0
1496,02B,04木,01朝,917.66,02女,02中高生,17,543,0
1513,02B,03水,03夜間,513.86,02女,03青年,26,835,0
1518,02B,03水,01朝,684.86,02女,04中年,58,679,0
1526,02B,02火,01朝,347.35,02女,03青年,19,547,0
1527,02B,01月,03夜間,493.89,02女,03青年,22,685,0
1536,02B,02火,03夜間,312.03,02女,03青年,20,679,0
1541,02B,04木,01朝,240.46,02女,01小児,7,747,0
1543,02B,07日,02日中,411.83,02女,05壮年,76,882,0
1565,02B,06土,02日中,1055.24,02女,05壮年,77,1074,0
1570,02B,05金,01朝,1063.34,02女,05壮年,66,431,0
1572,02B,01月,03夜間,160.24,02女,03青年,19,470,0
1574,02B,06土,02日中,480.4,02女,04中年,58,1059,0
1581,02B,04木,03夜間,782,02女,01小児,12,255,0
1582,02B,03水,03夜間,809.89,02女,04中年,41,360,0
1583,02B,01月,03夜間,202.78,02女,02中高生,15,345,0
1584,02B,07日,02日中,1282.09,02女,02中高生,18,285,0
1592,02B,04木,02日中,366.45,02女,04中年,56,896,0
1600,02B,03水,03夜間,838.86,02女,05壮年,68,358,0
1614,02B,07日,02日中,422.41,02女,04中年,52,759,0
1615,02B,06土,02日中,328.98,02女,04中年,54,1118,0
1645,02B,06土,03夜間,258.65,02女,05壮年,69,825,0
1646,02B,06土,02日中,766.15,02女,04中年,55,653,0
1650,02B,03水,01朝,945.16,02女,05壮年,68,720,0
1659,02B,01月,01朝,57.43,02女,04中年,49,790,0
1660,02B,04木,01朝,349.31,02女,04中年,57,623,0
1676,02B,04木,03夜間,581,02女,02中高生,15,191,0
1680,02B,03水,02日中,607.16,02女,01小児,11,723,0
1681,02B,02火,01朝,421.27,02女,01小児,11,178,0
1685,02B,07日,02日中,849.52,02女,04中年,58,751,0
1701,02B,03水,02日中,584.69,02女,04中年,55,1032,0
1707,02B,07日,03夜間,298.03,02女,05壮年,63,472,0
1708,02B,04木,02日中,1480.51,02女,02中高生,18,249,0
1710,02B,06土,03夜間,728.75,02女,04中年,44,509,0
1712,02B,07日,02日中,1377.53,02女,01小児,10,405,0
1719,02B,05金,01朝,220.82,02女,04中年,47,763,0
1733,02B,04木,02日中,373.68,02女,03青年,28,971,0
1737,02B,04木,03夜間,428.29,02女,03青年,23,452,0
1740,02B,03水,03夜間,257.95,02女,04中年,37,444,0
1747,02B,05金,03夜間,526,02女,01小児,11,309,0
1761,02B,04木,02日中,1096.36,02女,04中年,53,675,0
1767,02B,06土,03夜間,848.71,02女,03青年,27,384,0
1781,02B,03水,02日中,1183.12,02女,04中年,53,1295,0
1783,02B,07日,02日中,909.33,02女,05壮年,85,1664,0
1785,02B,03水,02日中,1121.61,02女,04中年,59,1650,0
1786,02B,05金,02日中,505.01,02女,03青年,19,470,0
1787,02B,04木,01朝,1190.84,02女,03青年,20,532,0
1789,02B,06土,03夜間,1177.32,02女,04中年,51,330,0
1791,02B,03水,02日中,1263.66,02女,02中高生,18,350,0
1798,02B,04木,01朝,1756.07,02女,05壮年,97,252,0
1807,02B,06土,02日中,373.9,02女,03青年,26,632,0
1809,02B,05金,02日中,231.1,02女,02中高生,18,292,0
1811,02B,02火,03夜間,1368.74,02女,05壮年,93,428,0
1814,02B,04木,02日中,748.35,02女,04中年,54,994,0
1818,02B,05金,03夜間,695,02女,02中高生,18,62,0
1821,02B,05金,03夜間,1045.34,02女,03青年,24,576,0
1826,02B,02火,02日中,819.52,02女,01小児,11,523,0
1830,02B,06土,03夜間,484.32,02女,03青年,20,546,0
1831,02B,05金,01朝,147.38,02女,04中年,46,160,0
1832,02B,05金,02日中,962.81,02女,02中高生,14,724,0
1841,02B,05金,03夜間,1001.51,02女,04中年,49,294,0
1845,02B,04木,02日中,157.96,02女,04中年,43,583,0
1849,02B,05金,03夜間,862.39,02女,05壮年,67,567,0
1858,02B,06土,02日中,1186.76,02女,04中年,53,916,0
1870,02B,03水,01朝,1698.01,02女,02中高生,17,261,0
1879,02B,06土,03夜間,855.98,02女,05壮年,80,299,0
1890,02B,04木,03夜間,1166,02女,02中高生,13,315,0
1914,02B,06土,02日中,391.58,02女,03青年,26,350,0
1922,02B,06土,01朝,1153.12,02女,05壮年,70,236,0
1926,02B,07日,03夜間,1769,02女,01小児,10,83,0
1928,02B,01月,03夜間,1411,02女,02中高生,17,297,0
1932,02B,01月,03夜間,2188,02女,02中高生,18,131,0
1940,02B,06土,03夜間,893.18,02女,04中年,45,330,0
1941,02B,07日,01朝,355.09,02女,04中年,55,980,0
1955,02B,03水,03夜間,478,02女,02中高生,13,248,0
1959,02B,01月,02日中,678.31,02女,02中高生,14,292,0
1961,02B,05金,02日中,950.45,02女,03青年,25,1326,0
1969,02B,05金,02日中,78.55,02女,03青年,22,630,0
1977,02B,01月,01朝,40.08,02女,03青年,21,572,0
1980,02B,03水,03夜間,47.99,02女,02中高生,14,337,0
1988,02B,06土,01朝,373.98,02女,05壮年,70,199,0
1993,02B,03水,03夜間,92.49,02女,04中年,46,698,0
1995,02B,04木,02日中,518.91,02女,01小児,11,377,0
2010,02B,01月,01朝,344.7,02女,05壮年,94,591,0
2018,02B,07日,03夜間,52.19,02女,04中年,44,564,0
2019,02B,03水,02日中,1112.4,02女,04中年,53,1525,0
2026,02B,04木,02日中,510.5,02女,05壮年,90,570,0
2032,02B,03水,03夜間,550,02女,02中高生,17,128,0
2048,02B,04木,02日中,901.66,02女,04中年,59,1391,0
2049,02B,02火,02日中,241.81,02女,02中高生,15,787,0
2054,02B,02火,01朝,521.16,02女,03青年,29,780,0
2064,02B,05金,01朝,489.39,02女,03青年,31,680,0
2068,02B,05金,03夜間,483.11,02女,04中年,59,459,0
2070,02B,01月,03夜間,1846,02女,02中高生,17,111,0
2073,02B,07日,02日中,516.91,02女,05壮年,78,1111,0
2078,02B,04木,03夜間,553.64,02女,03青年,26,242,0
2080,02B,02火,02日中,282.13,02女,02中高生,17,354,0
2081,02B,03水,03夜間,543.4,02女,04中年,51,494,0
2082,02B,07日,03夜間,777,02女,02中高生,17,276,0
2085,02B,05金,03夜間,434.87,02女,03青年,22,78,0
2088,02B,04木,03夜間,232.8,02女,02中高生,14,448,0
2093,02B,07日,01朝,554.97,02女,04中年,43,682,0
2101,02B,04木,02日中,739.02,02女,04中年,58,909,0
2102,02B,01月,02日中,1143.39,02女,04中年,52,1091,0
2109,02B,02火,02日中,474.56,02女,03青年,32,613,0
2124,02B,06土,01朝,416.97,02女,05壮年,64,547,0
2134,02B,06土,02日中,1029.22,02女,02中高生,18,595,0
2142,02B,03水,03夜間,1086.39,02女,03青年,24,592,0
2145,02B,05金,02日中,839.01,02女,04中年,51,1291,0
2146,02B,06土,02日中,565.77,02女,04中年,49,866,0
2169,02B,07日,03夜間,982.06,02女,03青年,27,333,0
2170,02B,01月,03夜間,393.72,02女,03青年,22,304,0
2172,02B,03水,02日中,66,02女,02中高生,14,351,0
2173,02B,02火,02日中,1044.96,02女,04中年,57,1171,0
2174,02B,04木,03夜間,1860,02女,02中高生,17,84,0
2186,02B,03水,02日中,1398.1,02女,02中高生,17,238,0
2225,02B,04木,03夜間,1171.3,02女,03青年,21,218,0
2230,02B,05金,03夜間,814.76,02女,04中年,59,681,0
2234,02B,07日,01朝,375.15,02女,03青年,22,457,0
2238,02B,03水,02日中,1036.43,02女,02中高生,17,190,0
2249,02B,05金,02日中,814.04,02女,03青年,32,1095,0
2250,02B,03水,01朝,1002.62,02女,05壮年,66,298,0
2258,02B,07日,02日中,883.27,02女,04中年,58,1468,0
2262,02B,02火,03夜間,837.23,02女,02中高生,13,717,0
2274,02B,07日,03夜間,567.82,02女,04中年,45,365,0
2288,02B,04木,03夜間,305.98,02女,05壮年,64,406,0
2309,02B,05金,03夜間,456,02女,01小児,11,237,0
2310,02B,06土,01朝,816.41,02女,04中年,39,251,0
2313,02B,05金,03夜間,986.58,02女,02中高生,13,577,0
2319,02B,03水,02日中,1061.47,02女,04中年,59,1160,0
2320,02B,03水,01朝,506.99,02女,02中高生,18,267,0
2323,02B,05金,02日中,266.86,02女,01小児,11,341,0
2345,02B,07日,02日中,792.25,02女,01小児,12,597,0
2346,02B,04木,02日中,413.64,02女,01小児,10,661,0
2349,02B,01月,03夜間,77,02女,02中高生,14,198,0
2351,02B,06土,03夜間,1279,02女,03青年,29,474,0
2362,02B,07日,02日中,389.86,02女,05壮年,86,1539,0
2365,02B,05金,03夜間,457.46,02女,04中年,57,447,0
2367,02B,03水,02日中,568.81,02女,04中年,56,850,0
2368,02B,04木,02日中,1319.77,02女,02中高生,16,492,0
2372,02B,01月,03夜間,434,02女,02中高生,13,410,0
2378,02B,03水,03夜間,1220,02女,01小児,10,94,0
2391,02B,05金,02日中,976.66,02女,05壮年,74,1312,0
2397,02B,06土,03夜間,57.19,02女,05壮年,67,492,0
2399,02B,06土,01朝,717.57,02女,02中高生,13,234,0
2404,02B,01月,01朝,783.05,02女,02中高生,16,313,0
2406,02B,06土,02日中,845.45,02女,02中高生,16,198,0
2409,02B,04木,02日中,369.34,02女,04中年,56,955,0
2420,02B,01月,02日中,708.1,02女,05壮年,73,870,0
2430,02B,02火,03夜間,417.76,02女,04中年,38,390,0
2441,02B,05金,03夜間,266.55,02女,04中年,41,408,0
2443,02B,06土,02日中,1042.25,02女,03青年,23,1300,0
2461,02B,01月,02日中,641.5,02女,04中年,53,873,0
2463,02B,04木,03夜間,428.13,02女,03青年,27,332,0
2465,02B,05金,02日中,923.5,02女,01小児,10,901,0
2473,02B,05金,02日中,1018.72,02女,04中年,54,1118,0
2480,02B,03水,02日中,991.53,02女,05壮年,73,1020,0
2484,02B,01月,02日中,928.44,02女,04中年,57,1335,0
2486,02B,07日,02日中,847.77,02女,02中高生,18,639,0
2491,02B,01月,03夜間,1091.88,02女,05壮年,78,244,0
2493,02B,01月,02日中,300.25,02女,04中年,60,1396,0
2495,02B,07日,02日中,778.29,02女,04中年,56,1508,0
2514,02B,07日,03夜間,469.46,02女,04中年,43,605,0
2516,02B,01月,01朝,1154.92,02女,04中年,51,855,0
2517,02B,06土,02日中,1059.07,02女,05壮年,89,924,0
2524,02B,04木,03夜間,264.33,02女,04中年,43,504,0
2535,02B,04木,02日中,804.46,02女,03青年,20,763,0
2537,02B,05金,02日中,54.78,02女,02中高生,14,628,0
2541,02B,01月,03夜間,510.58,02女,05壮年,61,419,0
2546,02B,02火,01朝,958.6,02女,04中年,39,897,0
2550,02B,04木,03夜間,1087.38,02女,04中年,41,299,0
2558,02B,02火,02日中,640.56,02女,01小児,4,179,0
2559,02B,04木,02日中,1068.67,02女,05壮年,88,777,0
2561,02B,01月,02日中,856.72,02女,04中年,55,835,0
2563,02B,01月,02日中,1012.71,02女,05壮年,75,1167,0
2577,02B,05金,03夜間,154.25,02女,03青年,19,577,0
2579,02B,01月,02日中,822.07,02女,03青年,22,662,0
2588,02B,05金,01朝,1084.26,02女,05壮年,71,566,0
2597,02B,04木,02日中,761.47,02女,05壮年,78,1078,0
2599,02B,03水,02日中,160.58,02女,03青年,26,965,0
2614,02B,06土,01朝,380.09,02女,04中年,43,742,0
2616,02B,07日,03夜間,828.65,02女,04中年,57,620,0
2617,02B,06土,02日中,965.24,02女,03青年,35,1433,0
2620,02B,01月,03夜間,2037,02女,01小児,12,43,0
2635,02B,07日,02日中,1130.57,02女,03青年,24,1197,0
2647,02B,06土,02日中,644.04,02女,02中高生,13,487,0
2670,02B,02火,03夜間,737.73,02女,05壮年,65,508,0
2675,02B,01月,02日中,987.46,02女,02中高生,18,209,0
2685,02B,07日,03夜間,336.98,02女,03青年,25,261,0
2712,02B,06土,02日中,463.63,02女,04中年,55,1185,0
2713,02B,06土,03夜間,569,02女,02中高生,14,266,0
2725,02B,02火,03夜間,720.99,02女,04中年,53,288,0
2736,02B,02火,01朝,220.73,02女,04中年,49,739,0
2740,02B,07日,01朝,207.4,02女,03青年,20,278,0
2745,02B,07日,02日中,462.75,02女,03青年,27,243,0
2754,02B,01月,02日中,336.26,02女,04中年,43,151,0
2757,02B,02火,03夜間,1144.77,02女,03青年,19,399,0
2762,02B,07日,02日中,523.84,02女,04中年,54,1312,0
2784,02B,07日,02日中,830.8,02女,02中高生,18,237,0
2791,02B,04木,03夜間,801.39,02女,04中年,56,419,0
2797,02B,05金,02日中,606.85,02女,04中年,53,601,0
2818,02B,06土,01朝,343.64,02女,03青年,19,266,0
2820,02B,02火,02日中,903.24,02女,02中高生,15,385,0
2821,02B,06土,02日中,437.45,02女,02中高生,15,933,0
2834,02B,01月,02日中,1143.57,02女,05壮年,75,1409,0
2837,02B,06土,02日中,720.66,02女,04中年,59,734,0
2840,02B,03水,02日中,480.65,02女,04中年,56,1424,0
2841,02B,02火,02日中,583.58,02女,03青年,29,622,0
2842,02B,01月,02日中,1030.64,02女,02中高生,16,392,0
2843,02B,07日,03夜間,1180.5,02女,03青年,32,154,0
2856,02B,01月,03夜間,1245,02女,02中高生,17,279,0
2860,02B,05金,02日中,994.65,02女,04中年,59,948,0
2865,02B,01月,03夜間,426,02女,01小児,11,288,0
2877,02B,05金,01朝,889.7,02女,03青年,20,662,0
2878,02B,07日,02日中,298.12,02女,02中高生,13,902,0
2879,02B,06土,02日中,700.44,02女,03青年,33,1155,0
2891,02B,01月,02日中,889.71,02女,04中年,58,1202,0
2905,02B,07日,02日中,1014.5,02女,04中年,42,816,0
2909,02B,05金,03夜間,813,02女,01小児,12,297,0
2918,02B,04木,02日中,412.95,02女,02中高生,15,699,0
2928,02B,01月,01朝,836.3,02女,03青年,25,1013,0
2929,02B,02火,01朝,664.14,02女,03青年,19,696,0
2930,02B,03水,03夜間,322,02女,02中高生,17,271,0
2933,02B,03水,02日中,1387.59,02女,03青年,31,650,0
2946,02B,04木,02日中,894.59,02女,04中年,60,1178,0
2951,02B,03水,01朝,1170.33,02女,03青年,35,950,0
2959,02B,07日,01朝,901.69,02女,02中高生,15,373,0
2963,02B,01月,02日中,546.43,02女,05壮年,78,1578,0
2973,02B,04木,02日中,547,02女,04中年,43,299,0
2976,02B,03水,02日中,754.21,02女,03青年,21,768,0
2979,02B,01月,02日中,967.05,02女,03青年,19,579,0
2980,02B,05金,02日中,770.97,02女,03青年,31,1696,0
3001,02B,01月,01朝,852.88,02女,04中年,59,821,0
3008,02B,05金,03夜間,359,02女,02中高生,17,183,0
3012,02B,05金,01朝,137.27,02女,03青年,34,368,0
3014,02B,04木,02日中,675.21,02女,01小児,12,412,1
3024,02B,04木,02日中,1428.49,02女,01小児,11,346,1
3031,02B,05金,01朝,957.22,02女,04中年,38,314,1
3036,02B,03水,02日中,981.18,02女,02中高生,15,658,1
3051,02B,01月,02日中,328.42,02女,04中年,44,279,1
3061,02B,05金,03夜間,1637.54,02女,05壮年,92,110,1
3065,02B,06土,03夜間,885,02女,01小児,10,284,1
3067,02B,05金,02日中,597.73,02女,03青年,33,839,1
3071,02B,01月,02日中,943.21,02女,03青年,31,710,1
3072,02B,07日,02日中,664.25,02女,05壮年,77,1052,1
3076,02B,07日,03夜間,218.91,02女,02中高生,13,544,1
3089,02B,02火,02日中,833.06,02女,04中年,45,798,1
3095,02B,07日,03夜間,1137,02女,02中高生,14,241,1
3102,02B,01月,03夜間,921.44,02女,05壮年,67,677,1
3112,02B,01月,02日中,552.52,02女,03青年,31,882,1
3116,02B,01月,02日中,65.43,02女,02中高生,15,258,1
3125,02B,04木,03夜間,1102,02女,01小児,12,161,1
3130,02B,01月,01朝,502.48,02女,03青年,21,369,1
3136,02B,02火,01朝,652.95,02女,05壮年,65,660,1
3149,02B,05金,03夜間,781.83,02女,05壮年,83,480,1
3168,02B,03水,03夜間,1329,02女,02中高生,16,52,1
3173,02B,01月,01朝,832.83,02女,04中年,51,743,1
3176,02B,04木,02日中,32.07,02女,03青年,20,555,1
3185,02B,06土,02日中,674.62,02女,04中年,42,1020,1
3187,02B,04木,02日中,1211.11,02女,02中高生,17,215,1
3191,02B,02火,03夜間,677.7,02女,03青年,35,681,1
3200,02B,02火,02日中,698.93,02女,04中年,59,688,1
3201,02B,07日,03夜間,1393,02女,02中高生,17,132,1
3203,02B,02火,02日中,269.32,02女,05壮年,62,299,1
3215,02B,05金,01朝,557.59,02女,04中年,49,374,1
3218,02B,07日,02日中,347.26,02女,03青年,33,613,1
3220,02B,02火,03夜間,205.48,02女,03青年,21,313,1
3231,02B,04木,02日中,1048.9,02女,04中年,57,1085,1
3245,02B,06土,03夜間,329,02女,01小児,11,326,1
3249,02B,05金,03夜間,1265,02女,01小児,10,307,1
3251,02B,07日,03夜間,760,02女,02中高生,14,291,1
3258,02B,04木,01朝,1237.61,02女,01小児,11,287,1
3264,02B,05金,02日中,1133.9,02女,03青年,35,531,1
3278,02B,02火,02日中,868.51,02女,04中年,56,931,1
3296,02B,03水,02日中,716.04,02女,03青年,24,1202,1
3297,02B,06土,01朝,831.5,02女,05壮年,67,55,1
3305,02B,05金,02日中,288.27,02女,04中年,48,750,1
3313,02B,06土,01朝,313.78,02女,03青年,34,274,1
3314,02B,07日,02日中,574.76,02女,03青年,21,535,1
3323,02B,06土,03夜間,245.89,02女,02中高生,15,645,1
3324,02B,03水,01朝,109.92,02女,01小児,8,497,1
3327,02B,01月,03夜間,303.7,02女,03青年,32,442,1
3329,02B,07日,02日中,1102.68,02女,02中高生,18,584,1
3334,02B,01月,02日中,1166.88,02女,04中年,54,595,1
3335,02B,05金,02日中,681.84,02女,01小児,12,650,1
3338,02B,07日,02日中,450.64,02女,04中年,55,780,1
3347,02B,05金,01朝,628.35,02女,03青年,21,437,1
3354,02B,02火,03夜間,2168,02女,02中高生,17,89,1
3359,02B,02火,03夜間,1002.81,02女,04中年,59,424,1
3360,02B,07日,01朝,251.38,02女,03青年,21,365,1
3365,02B,03水,02日中,567.85,02女,04中年,58,1385,1
3366,02B,01月,03夜間,228.87,02女,03青年,21,702,1
3370,02B,04木,03夜間,1071.36,02女,05壮年,73,203,1
3376,02B,02火,02日中,392.52,02女,04中年,47,704,1
3377,02B,04木,01朝,1088.02,02女,04中年,57,1119,1
3378,02B,07日,02日中,1173.59,02女,01小児,10,368,1
3380,02B,01月,01朝,1072.62,02女,02中高生,15,550,1
3383,02B,01月,02日中,73.42,02女,03青年,19,326,1
3387,02B,04木,03夜間,2260,02女,01小児,12,103,1
3394,02B,02火,03夜間,637.26,02女,04中年,56,494,1
3398,02B,05金,02日中,1003.42,02女,03青年,28,721,1
3414,02B,02火,02日中,1174.67,02女,02中高生,18,646,1
3420,02B,01月,03夜間,1158.29,02女,05壮年,64,435,1
3422,02B,07日,02日中,1162.5,02女,02中高生,17,277,1
3430,02B,03水,02日中,1288.32,02女,02中高生,17,639,1
3434,02B,02火,03夜間,285.8,02女,03青年,21,615,1
3435,02B,04木,03夜間,1128,02女,02中高生,17,266,1
3444,02B,05金,02日中,600.53,02女,03青年,30,1056,1
3464,02B,01月,03夜間,2443,02女,02中高生,16,60,1
3469,02B,01月,03夜間,935.96,02女,01小児,9,499,1
